node,average_degree_neighbors
2876,9.384615384615385
5531,12.5
4081,77.0
3149,80.9
4870,16.68
6173,11.291666666666666
5796,149.0
1018,64.08333333333333
3896,14.592592592592593
3732,79.79629629629629
2526,58.25
4025,18.142857142857142
3212,39.85227272727273
4258,10.0
1496,67.4054054054054
4687,9.555555555555555
2229,43.05882352941177
145,37.152542372881356
532,82.85714285714286
3270,16.387096774193548
3719,57.0
2386,69.05555555555556
6069,3.0
1083,30.813333333333333
693,134.52564102564102
75,28.0
1331,59.523809523809526
5814,38.2
3685,7.0
3517,31.75
1274,34.36666666666667
95,52.93975903614458
3304,23.91176470588235
5923,2.0
110,41.75
1298,50.888888888888886
960,140.32203389830508
4921,14.7
6424,0.0
3027,74.0
5588,4.733333333333333
78,113.61971830985915
5221,1.0
6151,60.98969072164948
2574,82.53333333333333
4542,33.76923076923077
4975,8.0
1872,24.59090909090909
5007,0.0
5736,38.166666666666664
4599,25.80952380952381
5065,97.6
5639,5.857142857142857
410,62.33453237410072
659,122.73076923076923
2833,20.384615384615383
3400,71.84
5810,2.6
3759,48.2962962962963
3101,20.058823529411764
2778,40.75
1392,38.65384615384615
5442,2.0
6303,72.41269841269842
4376,10.8
